qseqid,best_evalue_cecidomyiid,best_bitscore_cecidomyiid,best_hit_cecidomyiid,best_pident_cecidomyiid,best_evalue_sciarid,best_bitscore_sciarid,best_hit_sciarid,best_pident_sciarid,best_evalue_outgroup,best_bitscore_outgroup,best_hit_outgroup,best_pident_outgroup,alien_index,bitscore_diff_cec_minus_sci,outgroup_flag,interpretation
g6177.t1,6.94e-116,326.0,g213.t1,88.71,3.19e-26,97.8,s3295.t1,39.227,1.2299999999999999e-30,110.0,ref|XP_320757.5|,39.344,206.45537751174214,228.2,ok,cecidomyiid-like
g19753.t2,2.25e-147,422.0,g10811.t3,98.537,1.0300000000000001e-57,189.0,s9551.t1,59.259,3.84e-72,224.0,ref|XP_061503950.1|,62.557,206.45128695548937,233.0,ok,cecidomyiid-like
g10691.t1,1.23e-100,302.0,g3247.t1,41.071,3.92e-11,63.2,s13845.t1,21.661,2.12e-06,46.2,ref|XP_314478.2|,31.915,206.08915076088812,238.8,ok,cecidomyiid-like
g15602.t2,4.9e-128,399.0,g5688.t1,85.776,1.39e-38,142.0,s2297.t1,40.625,3.33e-30,119.0,ref|XP_061519073.1|,48.0,205.97272691149013,257.0,ok,cecidomyiid-like
g16472.t1,5.48e-101,306.0,g13950.t1,43.666,1.54e-11,64.7,s8668.t1,23.735,8.39e-85,265.0,ref|XP_061515570.1|,41.935,205.96333568492972,241.3,check_conservation,cecidomyiid-like
g15165.t1,0.0,590.0,g1953.t1,60.612,2.6e-111,353.0,s6193.t1,34.975,1.85e-40,159.0,ref|XP_319620.5|,22.0,205.88558472149754,237.0,ok,cecidomyiid-like
g8429.t1,2.01e-90,282.0,g7159.t1,71.795,0.51,30.8,s3152.t1,30.769,7.44e-86,270.0,ref|XP_061500317.1|,69.588,205.86117909412934,251.2,check_conservation,cecidomyiid-like
g14799.t1,5.62e-90,262.0,g10679.t1,62.0,1.2,29.6,s14287.t1,30.159,0.83,31.2,ref|XP_061517216.1|,35.484,205.68864826235247,232.4,ok,cecidomyiid-like
g3266.t1,0.0,566.0,g10445.t2,95.804,2.1199999999999998e-111,322.0,s833.t3,62.989,6.999999999999999e-113,327.0,ref|XP_320160.4|,63.415,205.68148936515402,244.0,ok,cecidomyiid-like
g2169.t1,0.0,528.0,g13930.t3,96.565,2.02e-111,321.0,s9752.t1,66.403,1.16e-91,275.0,ref|XP_315326.5|,57.299,205.6331707878832,207.0,ok,cecidomyiid-like
g831.t2,0.0,526.0,g5266.t2,84.354,1.56e-111,330.0,s3672.t1,62.782,1.13e-113,336.0,ref|XP_061514528.1|,54.882,205.37475909773153,196.0,ok,cecidomyiid-like
g11502.t1,0.0,776.0,g2777.t1,58.174,1.37e-111,357.0,s2824.t2,41.492,2.41e-172,497.0,ref|XP_061519126.1|,66.146,205.24488401631012,419.0,ok,cecidomyiid-like
g11497.t1,0.0,776.0,g2777.t1,58.174,1.37e-111,357.0,s2824.t2,41.492,2.41e-172,497.0,ref|XP_061519126.1|,66.146,205.24488401631012,419.0,ok,cecidomyiid-like
g15573.t1,0.0,515.0,g119.t2,81.046,1.34e-111,324.0,s11832.t1,53.559,1.32e-87,265.0,ref|XP_312401.5|,43.478,205.2227428904329,191.0,ok,cecidomyiid-like
g6280.t1,5.4600000000000005e-173,489.0,g10749.t1,60.145,6.85e-84,261.0,s219.t1,37.857,6.4e-34,135.0,ref|XP_001237668.2|,35.294,205.15687313898735,228.0,ok,cecidomyiid-like
g15133.t1,1.49e-118,336.0,g1910.t1,77.273,1.7700000000000001e-29,109.0,s12732.t1,31.633,5.55e-66,204.0,ref|XP_307877.3|,46.957,205.10227670309843,227.0,ok,cecidomyiid-like
g6956.t1,1.65e-102,323.0,g7583.t3,79.012,1.8e-13,69.7,s15961.t1,39.6,1.7,30.8,ref|XP_061519200.1|,47.619,205.01708465345968,253.3,ok,cecidomyiid-like
g70.t1,3.18e-144,408.0,g10444.t1,66.881,3.2499999999999997e-55,179.0,s9532.t1,39.437,8.930000000000001e-44,151.0,ref|XP_308253.5|,36.594,204.95184707601962,229.0,ok,cecidomyiid-like
g19855.t1,2.3699999999999997e-89,266.0,g10439.t2,63.402,2.4,28.9,s12194.t1,29.787,2.1,30.0,ref|XP_311863.3|,27.66,204.94265205867694,237.1,ok,cecidomyiid-like
g4916.t1,3.2300000000000004e-122,366.0,g8612.t1,79.039,2.8200000000000002e-33,126.0,s7429.t1,50.625,5.380000000000001e-31,120.0,ref|XP_061505464.1|,52.206,204.79432802418555,240.0,ok,cecidomyiid-like
g16133.t1,3.51e-121,369.0,g12143.t1,39.939,3.0500000000000003e-32,130.0,s10186.t2,33.438,1.49e-44,167.0,ref|XP_061501868.1|,46.377,204.78959882961163,239.0,ok,cecidomyiid-like
g839.t1,1.16e-98,303.0,g5277.t1,65.502,1e-09,57.4,s9138.t2,29.012,1.26e-09,58.5,ref|XP_061496505.1|,26.174,204.7816532713518,245.6,ok,cecidomyiid-like
g14724.t1,1.42e-93,272.0,g10614.t1,76.374,0.000121,41.6,s10090.t2,34.211,0.000366,41.2,ref|XP_061508515.1|,39.623,204.77003676446554,230.4,ok,cecidomyiid-like
g3066.t1,1.1299999999999999e-95,299.0,g12648.t1,72.897,9.53e-07,48.1,s9921.t1,35.065,8.14e-05,43.5,ref|XP_061503386.1|,38.333,204.7597152684179,250.9,ok,cecidomyiid-like
g11654.t2,1.47e-150,421.0,g5846.t1,87.273,1.1999999999999999e-61,195.0,s16281.t1,53.68,2.31e-41,145.0,ref|XP_311759.5|,42.8,204.72713243247338,226.0,ok,cecidomyiid-like
g12914.t2,0.0,1018.0,g786.t2,69.451,7.52e-112,353.0,s13816.t1,45.051,4.61e-63,224.0,ref|XP_061513733.1|,50.388,204.64505432143778,665.0,ok,cecidomyiid-like
g10321.t1,3.06e-97,295.0,g1544.t1,41.176,2.28e-08,55.1,s12593.t1,23.673,1.94e-06,50.4,ref|XP_312381.1|,27.059,204.6358338034721,239.9,ok,cecidomyiid-like
g17687.t1,0.0,594.0,g4422.t1,60.612,6.29e-112,337.0,s15430.t1,44.562,8.92e-101,311.0,ref|XP_061499457.1|,41.146,204.46644925418838,257.0,ok,cecidomyiid-like
g7083.t1,6.42e-137,390.0,g5188.t1,75.109,3.69e-48,164.0,s1292.t1,39.111,6.68e-44,152.0,ref|XP_312606.5|,35.556,204.37628161682062,226.0,ok,cecidomyiid-like
g15851.t1,1.4299999999999998e-91,288.0,g6147.t1,38.983,0.008,38.5,s5390.t1,31.746,7.6,30.4,ref|XP_061499312.1|,46.667,204.34925528088405,249.5,ok,cecidomyiid-like
g8993.t1,2.69e-125,373.0,g9352.t3,73.77,1.43e-36,137.0,s42.t2,44.253,1.5e-127,379.0,ref|XP_061515900.1|,69.349,204.29820652712812,236.0,check_conservation,cecidomyiid-like
g10839.t1,1.4099999999999998e-89,256.0,g13509.t1,84.783,0.6,29.6,s6202.t1,25.253,1.06e-88,255.0,ref|XP_312998.4|,83.571,204.07565794831402,226.4,check_conservation,cecidomyiid-like
g5649.t1,0.0,573.0,g8852.t2,74.86,4.15e-112,329.0,s8677.t2,48.328,2.74e-54,182.0,ref|XP_001689282.2|,30.372,204.05059651771865,244.0,ok,cecidomyiid-like
g12914.t1,0.0,1016.0,g786.t2,69.451,3e-112,354.0,s13816.t1,45.051,2.86e-63,224.0,ref|XP_061513733.1|,50.388,203.72610047214414,662.0,ok,cecidomyiid-like
g9847.t2,0.0,1068.0,g5842.t2,50.899,2.89e-112,386.0,s7129.t1,55.949,1.55e-98,346.0,ref|XP_061500333.1|,51.411,203.6887446856004,682.0,ok,cecidomyiid-like
g14777.t1,0.0,599.0,g10737.t2,78.534,2.51e-112,345.0,s2586.t1,63.241,7.629999999999999e-89,290.0,ref|XP_061516753.1|,57.078,203.5477709366197,254.0,ok,cecidomyiid-like
g7091.t1,4.28e-138,395.0,g5182.t1,80.46,1.06e-49,167.0,s14979.t1,48.357,1.3e-36,136.0,ref|XP_313643.5|,34.746,203.53438917500034,228.0,ok,cecidomyiid-like
g7925.t1,0.0,590.0,g7525.t1,74.339,2.42e-112,342.0,s14659.t1,38.365,4.32e-89,283.0,ref|XP_311324.6|,34.221,203.51125572364464,248.0,ok,cecidomyiid-like
g18091.t1,6.54e-91,266.0,g1700.t1,62.557,0.015,35.4,s14588.t1,24.779,3.87e-75,228.0,ref|XP_306849.3|,53.695,203.4576012191091,230.6,check_conservation,cecidomyiid-like
g2970.t1,0.0,1931.0,g13620.t1,78.14,2.28e-112,385.0,s7723.t1,36.913,4.16e-18,91.3,ref|XP_560365.3|,24.444,203.45166362644238,1546.0,ok,cecidomyiid-like
g9847.t3,0.0,1067.0,g5842.t2,50.816,2.11e-112,387.0,s7129.t1,55.949,1.42e-98,346.0,ref|XP_061500333.1|,51.411,203.37417613096403,680.0,ok,cecidomyiid-like
g2089.t1,1.62e-121,354.0,g13835.t1,56.022,3.27e-33,126.0,s14928.t1,31.351,3.9299999999999995e-24,103.0,ref|XP_560272.3|,41.429,203.3298520191409,228.0,ok,cecidomyiid-like
g10214.t1,2.94e-133,398.0,g7264.t1,56.204,5.5999999999999997e-45,163.0,s15948.t1,37.097,4.02e-08,55.8,ref|XP_061509253.1|,57.5,203.27184519986653,235.0,ok,cecidomyiid-like
g8659.t1,9.210000000000001e-129,375.0,g14108.t1,52.542,1.67e-40,147.0,s14995.t1,29.851,1.26e-109,331.0,ref|XP_061500922.1|,47.527,203.2226070526315,228.0,check_conservation,cecidomyiid-like
g2593.t1,0.0,811.0,g13473.t2,78.185,1.8099999999999999e-112,341.0,s14750.t1,42.917,8.240000000000001e-22,99.4,ref|XP_312658.6|,43.966,203.2208150287538,470.0,ok,cecidomyiid-like
g17876.t1,0.0,580.0,g12488.t2,78.47,1.72e-112,348.0,s12637.t1,50.0,3.98e-108,339.0,ref|XP_061516386.1|,49.03,203.1698124743014,232.0,ok,cecidomyiid-like
g15761.t1,0.0,1273.0,g461.t2,67.189,1.7e-112,369.0,s11164.t1,44.243,1.4200000000000001e-47,186.0,ref|XP_563445.5|,84.762,203.15811643453821,904.0,ok,cecidomyiid-like
g8993.t2,2.92e-125,372.0,g9352.t3,74.689,4.7900000000000004e-37,137.0,s42.t2,44.253,1.9500000000000002e-125,373.0,ref|XP_061515899.1|,72.385,203.12243497861868,235.0,check_conservation,cecidomyiid-like
g3332.t1,0.0,535.0,g11234.t2,94.737,1.53e-112,325.0,s781.t1,59.722,2.11e-105,308.0,ref|XP_061510319.1|,56.098,203.0527559188804,210.0,ok,cecidomyiid-like
g7923.t1,0.0,689.0,g7524.t2,71.55,1.3e-112,341.0,s12102.t1,35.158,2.23e-82,265.0,ref|XP_311324.6|,32.684,202.88985244794355,348.0,ok,cecidomyiid-like
g2995.t1,0.0,1001.0,g13601.t2,76.911,1.27e-112,350.0,s15255.t1,33.977,4.09e-93,301.0,ref|XP_310721.6|,30.696,202.86650508394655,651.0,ok,cecidomyiid-like
g16357.t1,0.0,778.0,g4892.t7,90.293,1.15e-112,361.0,s3696.t1,50.226,1.83e-63,223.0,ref|XP_061516570.1|,44.747,202.7672501258512,417.0,ok,cecidomyiid-like
g10214.t2,8.07e-120,362.0,g7264.t1,56.266,9.14e-32,125.0,s15948.t1,36.08,0.000345,43.5,ref|XP_061509253.1|,47.727,202.75199508666026,237.0,ok,cecidomyiid-like
g1305.t1,2.41e-88,259.0,g13267.t1,88.356,2.6,28.1,s1213.t1,40.625,1.08e-53,171.0,ref|XP_310401.2|,59.615,202.7033728810009,230.9,ok,cecidomyiid-like
g14022.t1,0.0,805.0,g3981.t1,60.522,9.73e-113,370.0,s2702.t4,38.723,2e-93,316.0,ref|XP_061513587.1|,52.885,202.6001169866799,435.0,ok,cecidomyiid-like
g8421.t1,0.0,909.0,g7108.t3,65.979,9.7e-113,357.0,s5947.t1,37.244,0.0,768.0,ref|XP_311354.2|,62.074,202.59702897599135,552.0,check_conservation,cecidomyiid-like
g2080.t3,0.0,853.0,g13827.t3,86.055,9.52e-113,355.0,s15137.t1,45.848,1.19e-23,106.0,ref|XP_061505636.1|,34.899,202.57829793928528,498.0,ok,cecidomyiid-like
g8667.t2,0.0,912.0,g6435.t2,74.59,9.379999999999999e-113,383.0,s2502.t1,46.97,9.429999999999999e-30,129.0,ref|XP_061509359.1|,24.963,202.56348285350015,529.0,ok,cecidomyiid-like
g5012.t1,4.3e-152,432.0,g13235.t1,87.149,3.45e-64,206.0,s4398.t1,53.815,8.75e-55,184.0,ref|XP_061511981.1|,45.956,202.4072473918198,226.0,ok,cecidomyiid-like
g7977.t1,0.0,564.0,g986.t2,73.383,7.87e-113,330.0,s10636.t1,74.178,2.95e-113,338.0,ref|XP_061500648.1|,68.696,202.38796115291132,234.0,ok,cecidomyiid-like
g126.t1,6.07e-130,372.0,g5545.t1,61.172,4.7099999999999996e-42,152.0,s7536.t1,30.742,8.06e-39,142.0,ref|XP_061503585.1|,32.787,202.37381748643293,220.0,ok,cecidomyiid-like
g15892.t1,1.02e-88,282.0,g4127.t1,90.449,0.76,30.0,s2500.t2,28.302,7.3,28.1,ref|XP_061509082.1|,29.31,202.33324871047807,252.0,ok,cecidomyiid-like
g15823.t1,1e-100,316.0,g1458.t1,78.325,7.25e-13,66.2,s937.t1,37.5,6.78e-81,262.0,ref|XP_061503741.1|,66.502,202.30590455934856,249.8,check_conservation,cecidomyiid-like
g175.t1,7.519999999999999e-138,384.0,g5481.t1,85.581,5.29e-50,161.0,s12265.t2,40.206,1.02e-44,149.0,ref|XP_061508281.1|,37.441,202.27574029138447,223.0,ok,cecidomyiid-like
g11596.t1,0.0,867.0,g14157.t2,49.89,6.689999999999999e-113,364.0,s16738.t1,32.601,1.95e-111,373.0,ref|XP_061509767.1|,28.571,202.22551696462216,503.0,ok,cecidomyiid-like
g8421.t3,0.0,911.0,g7108.t3,65.652,6.19e-113,358.0,s5947.t1,37.153,0.0,757.0,ref|XP_311354.2|,60.883,202.14783817717853,553.0,check_conservation,cecidomyiid-like
g5869.t1,2.42e-100,288.0,g10719.t2,78.453,1.46e-12,63.9,s9752.t1,27.381,3.96e-37,130.0,ref|XP_311693.5|,52.448,202.12215707902766,224.1,ok,cecidomyiid-like
g16778.t1,6.72e-88,257.0,g6859.t1,66.019,3.8,28.1,s6652.t2,25.287,3.96e-26,105.0,ref|XP_061499006.1|,36.571,202.0574010956733,228.9,ok,cecidomyiid-like
g17964.t1,6.77e-95,305.0,g6822.t1,70.638,3.77e-07,50.8,s12384.t4,31.466,1.8,31.2,ref|XP_061510332.1|,26.829,202.04206209801177,254.2,ok,cecidomyiid-like
g7174.t1,1.59e-110,346.0,g8853.t1,35.596,8.74e-23,102.0,s16775.t1,23.611,1.66e-25,112.0,ref|XP_061509502.1|,21.263,202.02907926391728,244.0,ok,cecidomyiid-like
g14671.t1,7.69e-136,379.0,g5481.t1,85.116,4.1299999999999994e-48,156.0,s12265.t2,39.691,8.72e-43,144.0,ref|XP_061508281.1|,36.967,202.0058448069314,223.0,ok,cecidomyiid-like
g6547.t1,3.62e-171,487.0,g2094.t2,87.658,1.77e-83,265.0,s13723.t2,56.504,9.569999999999999e-42,154.0,ref|XP_061497450.1|,60.714,201.91199370422405,222.0,ok,cecidomyiid-like
g15392.t1,5.6e-108,313.0,g1861.t1,64.05,2.71e-20,89.0,s8762.t1,30.909,0.65,32.3,ref|XP_312883.4|,29.126,201.90167022062653,224.0,ok,cecidomyiid-like
g5463.t1,0.0,610.0,g9949.t2,80.601,4.72e-113,333.0,s6190.t1,44.385,2.09e-108,322.0,ref|XP_316380.2|,44.0,201.87671189007943,277.0,ok,cecidomyiid-like
g15545.t1,7.14e-105,321.0,g877.t1,34.141,3.32e-17,83.6,s3828.t1,28.435,1.5,32.7,ref|XP_061505040.1|,24.691,201.8617401900529,237.4,ok,cecidomyiid-like
g7689.t1,9.85e-136,380.0,g220.t1,82.273,4.4199999999999996e-48,158.0,s11555.t1,48.387,1.3199999999999999e-42,144.0,ref|XP_321802.4|,44.444,201.82615642438162,222.0,ok,cecidomyiid-like
g10508.t1,3.99e-88,255.0,g4463.t1,68.229,1.5,28.9,s12666.t1,27.143,0.81,30.4,ref|XP_061516902.1|,27.536,201.64916206068241,226.1,ok,cecidomyiid-like
g8611.t1,8.3e-89,258.0,g10309.t1,68.421,0.31,31.2,s16354.t1,29.897,5.1,28.9,ref|XP_315205.5|,21.239,201.64263478016457,226.8,ok,cecidomyiid-like
g2169.t2,0.0,526.0,g13930.t4,96.552,3.48e-113,325.0,s9752.t1,66.667,1.31e-93,280.0,ref|XP_315326.5|,57.509,201.5719353842684,201.0,ok,cecidomyiid-like
g2430.t1,0.0,741.0,g13082.t2,98.103,2.88e-113,336.0,s13343.t2,52.222,0.0,582.0,ref|XP_061501035.1|,80.161,201.38269338462987,405.0,ok,cecidomyiid-like
g8844.t1,6.68e-166,507.0,g4239.t1,76.471,1.76e-78,261.0,s2999.t1,47.922,2.2799999999999997e-42,158.0,ref|XP_061518962.1|,78.022,201.29368400497754,246.0,ok,cecidomyiid-like
g179.t1,4.38e-106,308.0,g5489.t1,78.974,1.09e-18,81.6,s386.t1,37.433,5.5e-20,87.4,ref|XP_061511100.1|,35.071,201.2366171553287,226.4,ok,cecidomyiid-like
g15894.t1,0.0,760.0,g4126.t2,90.521,2.3999999999999998e-113,351.0,s17184.t1,62.807,0.0,550.0,ref|XP_061498072.1|,69.69,201.2003718278359,409.0,ok,cecidomyiid-like
g9179.t1,2.38e-111,350.0,g10185.t1,56.712,5.3799999999999995e-24,105.0,s10616.t1,49.057,3.57e-18,88.6,ref|XP_315055.3|,53.933,201.14049097697227,245.0,ok,cecidomyiid-like
g924.t1,0.0,940.0,g14111.t3,94.055,1.94e-113,366.0,s16629.t1,41.921,0.0,647.0,ref|XP_061501913.1|,67.094,200.98759106355726,574.0,ok,cecidomyiid-like
g15502.t1,3.93e-132,417.0,g9406.t1,44.062,7.259999999999999e-45,171.0,s3393.t1,29.522,4.1,31.6,ref|XP_003436167.2|,24.183,200.9386434934375,246.0,ok,cecidomyiid-like
g2139.t1,2.01e-108,313.0,g12551.t1,64.729,3.6700000000000006e-21,88.2,s8454.t1,41.818,2.2e-13,68.2,ref|XP_001688688.2|,27.897,200.92696003047746,224.8,ok,cecidomyiid-like
g13014.t1,3.95e-141,395.0,g8472.t1,74.4,6.669999999999999e-54,172.0,s7251.t1,49.123,3.58e-94,277.0,ref|XP_319131.5|,53.252,200.8488073714965,223.0,ok,cecidomyiid-like
g2775.t1,0.0,729.0,g12884.t2,72.102,1.58e-113,343.0,s8739.t1,37.06,2.28e-85,271.0,ref|XP_061508223.1|,39.118,200.78232793752085,386.0,ok,cecidomyiid-like
g14339.t2,0.0,882.0,g2138.t2,72.222,1.56e-113,366.0,s14500.t2,42.581,3.4500000000000004e-35,145.0,ref|XP_061505198.1|,37.844,200.76958891174343,516.0,ok,cecidomyiid-like
g13027.t1,4.5500000000000004e-88,269.0,g8490.t1,58.3,0.7,31.2,s3694.t1,25.714,4.2,30.0,ref|XP_061504265.1|,25.0,200.75568600657442,237.8,ok,cecidomyiid-like
g3992.t1,7.5e-105,315.0,g9131.t1,91.018,9.27e-18,79.0,s4346.t1,35.294,1.56e-100,303.0,ref|XP_061497036.1|,85.542,200.5367834495175,236.0,check_conservation,cecidomyiid-like
g16932.t1,0.0,588.0,g8930.t2,87.603,1.22e-113,333.0,s4916.t1,59.824,8.870000000000001e-85,264.0,ref|XP_061518212.1|,51.558,200.52375394922717,255.0,ok,cecidomyiid-like
g15012.t1,7.12e-96,291.0,g3561.t1,40.306,7.75e-09,56.6,s3434.t1,24.675,1.1e-08,57.4,ref|XP_061497974.1|,20.513,200.40968820842335,234.4,ok,cecidomyiid-like
g3249.t1,0.0,1177.0,g10200.t2,63.193,1.06e-113,384.0,s5672.t2,31.354,1.45e-85,302.0,ref|XP_320629.5|,26.54,200.38317199860597,793.0,ok,cecidomyiid-like
g9182.t1,5.3500000000000005e-161,452.0,g10184.t2,64.058,5.12e-74,231.0,s9662.t1,39.739,5.48e-63,204.0,ref|XP_061501876.1|,38.966,200.2809609686255,221.0,ok,cecidomyiid-like
g11006.t1,0.0,504.0,g9569.t3,86.711,9.14e-114,329.0,s3325.t2,65.147,1.46e-88,268.0,ref|XP_061517058.1|,49.422,200.234978382954,175.0,ok,cecidomyiid-like
g8421.t2,0.0,920.0,g7108.t3,66.519,9.029999999999999e-114,360.0,s5947.t1,37.43,0.0,764.0,ref|XP_061515064.1|,61.455,200.22287036491684,560.0,check_conservation,cecidomyiid-like
g6184.t1,0.0,1031.0,g9875.t1,74.656,8.89e-114,355.0,s6858.t1,48.872,5.8e-36,144.0,ref|XP_061516202.1|,34.483,200.20724504701377,676.0,ok,cecidomyiid-like
g3629.t1,2.2099999999999997e-104,341.0,g5347.t1,37.306,1.73e-17,86.3,s5539.t1,25.743,8.7e-11,66.2,ref|XP_061511229.1|,22.403,200.080031983462,254.7,ok,cecidomyiid-like
g3565.t1,0.0,746.0,g2219.t2,65.343,7.66e-114,350.0,s4377.t1,35.192,4.7399999999999994e-89,285.0,ref|XP_061512605.1|,32.621,200.05832998124043,396.0,ok,cecidomyiid-like
g10681.t1,3.3e-92,284.0,g3247.t1,35.878,2.22e-05,46.2,s14297.t1,23.404,6.2,30.0,ref|XP_319538.2|,26.087,199.92848781789374,237.8,ok,cecidomyiid-like
g16897.t1,0.0,561.0,g9212.t2,82.973,6.64e-114,332.0,s52.t2,72.358,1.91e-104,311.0,ref|XP_061510153.1|,83.14,199.91542996097627,229.0,ok,cecidomyiid-like
g16070.t1,0.0,568.0,g5015.t2,61.991,6.51e-114,341.0,s5447.t1,39.686,2.1e-98,303.0,ref|XP_061516980.1|,36.645,199.89565745370845,227.0,ok,cecidomyiid-like
g19877.t1,1.0299999999999999e-92,298.0,g8589.t2,72.398,6.33e-06,47.0,s6313.t1,67.857,2.3,30.4,ref|XP_309181.5|,23.404,199.83805943140246,251.0,ok,cecidomyiid-like
g9929.t1,0.0,528.0,g7095.t1,61.809,4.72e-114,340.0,s16664.t1,44.757,2.8000000000000003e-133,388.0,ref|XP_061508147.1|,48.101,199.5741267970854,188.0,ok,cecidomyiid-like
g3103.t1,7.99e-87,268.0,g12467.t1,74.176,3.6,28.1,s14603.t1,30.159,4.51e-15,73.2,ref|XP_061506326.1|,35.204,199.52764617616586,239.9,ok,cecidomyiid-like
g6055.t1,5.44e-148,418.0,g11136.t1,62.701,2.1699999999999998e-61,196.0,s3673.t1,38.567,1.83e-65,211.0,ref|XP_307845.5|,39.373,199.40585119716647,222.0,ok,cecidomyiid-like
g7109.t1,0.0,566.0,g5015.t2,60.44,3.35e-114,343.0,s540.t1,38.612,1.05e-103,317.0,ref|XP_061516979.1|,37.174,199.2312783433249,223.0,ok,cecidomyiid-like
g13282.t1,3.64e-137,387.0,g7858.t1,67.972,1.17e-50,167.0,s7644.t1,33.096,5.2e-56,182.0,ref|XP_314722.5|,35.662,199.18992315764297,220.0,ok,cecidomyiid-like
g13001.t1,1.5600000000000001e-86,250.0,g6716.t1,85.256,4.5,27.3,s1030.t1,25.0,0.45,31.6,ref|XP_061516767.1|,27.027,199.08170957300274,222.7,ok,cecidomyiid-like
g17544.t1,0.0,593.0,g7525.t1,74.339,2.81e-114,346.0,s14659.t1,38.574,5.64e-91,288.0,ref|XP_311324.6|,34.426,199.05550248083358,247.0,ok,cecidomyiid-like
g1289.t1,2.8199999999999997e-119,352.0,g13255.t1,87.44,7.7e-33,115.0,s6807.t1,42.574,3.7600000000000004e-27,109.0,ref|XP_061502118.1|,98.0,199.02680144139754,237.0,ok,cecidomyiid-like
g2635.t1,1.93e-92,270.0,g13756.t1,96.296,4.77e-06,44.7,s10371.t1,38.889,2.85e-60,189.0,ref|XP_061499416.1|,69.014,198.9271442994714,225.3,ok,cecidomyiid-like
g848.t1,0.0,547.0,g5289.t2,86.0,2.45e-114,343.0,s3779.t1,58.621,5.04e-102,316.0,ref|XP_061518276.1|,56.641,198.91840602204456,204.0,ok,cecidomyiid-like
g7096.t1,0.0,662.0,g5177.t2,88.482,2.2599999999999998e-114,337.0,s509.t1,50.562,9.54e-95,290.0,ref|XP_061516715.1|,46.995,198.83768281077215,325.0,ok,cecidomyiid-like
g16390.t1,0.0,622.0,g5436.t1,77.005,2.1899999999999998e-114,347.0,s6259.t1,45.889,1.77e-171,494.0,ref|XP_312089.2|,64.533,198.80621954131635,275.0,ok,cecidomyiid-like
g10336.t1,0.0,557.0,g7901.t2,83.281,2.15e-114,336.0,s16909.t1,52.244,6.99e-102,305.0,ref|XP_311697.5|,48.589,198.78778583962753,221.0,ok,cecidomyiid-like
g10849.t1,5.0400000000000005e-133,372.0,g4930.t1,86.473,8.48e-47,153.0,s13327.t1,44.262,2.16e-139,388.0,ref|XP_321482.4|,86.957,198.54262236520844,219.0,check_conservation,cecidomyiid-like
g14716.t1,0.0,674.0,g10723.t3,80.101,1.59e-114,350.0,s4081.t1,47.727,7.86e-117,359.0,ref|XP_314572.5|,49.74,198.4860520137201,324.0,ok,cecidomyiid-like
g13922.t1,0.0,851.0,g4264.t2,88.367,1.56e-114,368.0,s1187.t1,45.778,2.49e-93,318.0,ref|XP_061517305.1|,69.118,198.4670038187494,483.0,ok,cecidomyiid-like
g13306.t1,3.4e-128,367.0,g6902.t1,72.368,4.95e-42,146.0,s1177.t1,55.758,2.13e-08,54.3,ref|XP_061518812.1|,47.727,198.39793014244643,221.0,ok,cecidomyiid-like
g19912.t2,9.05e-170,493.0,g10889.t1,91.468,1.31e-83,270.0,s9476.t1,50.69,6.5e-42,148.0,ref|XP_061505632.1|,45.274,198.3921654699832,223.0,ok,cecidomyiid-like
g18534.t1,2.52e-88,269.0,g12504.t1,44.54,0.036,35.4,s10037.t1,29.348,3.76e-74,234.0,ref|XP_061516741.1|,39.514,198.37899294142667,233.6,check_conservation,cecidomyiid-like
g17892.t1,1.5899999999999998e-94,280.0,g12752.t1,91.549,2.12e-08,52.4,s15599.t1,45.0,4.59e-10,59.3,ref|XP_061505155.1|,45.652,198.31000006993972,227.6,ok,cecidomyiid-like
g12930.t1,0.0,728.0,g5004.t2,70.363,1.31e-114,348.0,s2074.t1,39.49,9.71e-110,338.0,ref|XP_320319.5|,36.52,198.292345134701,380.0,ok,cecidomyiid-like
g3099.t1,1.1e-155,433.0,g13729.t1,81.323,1.29e-69,213.0,s7528.t1,46.032,3.05e-72,222.0,ref|XP_308747.5|,47.791,198.1816500360572,220.0,ok,cecidomyiid-like
g2389.t1,8.65e-89,256.0,g12968.t1,76.048,0.01,34.7,s15579.t1,28.0,0.002,37.7,ref|XP_316238.1|,27.273,198.16734376953818,221.3,ok,cecidomyiid-like
g19686.t1,0.0,671.0,g8989.t2,66.917,1.15e-114,350.0,s4356.t1,47.309,6.74e-98,310.0,ref|XP_061513839.1|,40.281,198.16207993986313,321.0,ok,cecidomyiid-like
g2175.t1,6.91e-111,317.0,g13925.t1,86.07,7.87e-25,97.4,s9745.t1,34.632,2.41e-14,72.0,ref|XP_001688611.2|,26.587,198.15240642213766,219.6,ok,cecidomyiid-like
g8274.t2,2.14e-171,517.0,g9054.t2,68.704,2.0100000000000002e-85,293.0,s682.t2,34.973,2.48e-46,181.0,ref|XP_061518818.1|,30.567,197.95964689052516,224.0,ok,cecidomyiid-like
g8298.t1,0.0,527.0,g868.t2,78.769,8.409999999999999e-115,341.0,s12622.t1,57.045,5.93e-118,350.0,ref|XP_321888.4|,55.692,197.84915437847877,186.0,ok,cecidomyiid-like
g4349.t1,5.37e-154,428.0,g6573.t1,74.502,3.91e-68,210.0,s4584.t1,41.434,7.12e-72,221.0,ref|XP_307894.5|,41.27,197.70502746296444,218.0,ok,cecidomyiid-like
